Distributor_Date,Distributor,TBL_IB_Serial_or_Order,Family,Model,Cylinders,Lean_or_Rich_Burn,Power_BHP,Branch,Branch_Address,Branch_City,Branch_State,Branch_Country,Owner,Owner_Address,Owner_City,Owner_State,Owner_Country,Owner_Post_Code,Site_Name,Site_Address,Site_City,Site_State,Site_Country,Site_Post_Code,Site_Longitude,Site_Latitude,Region,Engine_Market,Driven_Equipment,Driven_Equipment_Model,Engine_Application,Fuel_Type,LC_Model,Notes,Customer_Tag,Status,Duty,EQUIPMENT_STATUS,RPM,LOAD,Hours_per_Year,Engine_Location_Area,Contact_name,Contact_Email,Phone_Number,Distributor_Maintenance_Agreement?  Yes/No,Engine_Hrs_of_Last_Top_Overhaul,Date_Performed,Engine_Hrs_of_Last_Bottom_Overhaul,Date_Performed_Last,Current_Engine_Hours,Date_Verified,Engine_Modified_Yes_No,If_Yes_please_explain_modification,Other_Distributor_Info,Startup_Year,Special_Notes,INSTALLED_AT,MACHINE_DESCRIPTION,MANUFACTURER,OPERATING_PERCENTAJE,COMMENTS_if_any_OWNER,SpecNo,Service_File _No,CP,Cool_Sys,Date_of_Op_Hrs,Engine_Quantity,Sector,Air_Fuel_Ratio,Catalyst,Compressor,Engine_Facility_Name,Generator_Set,HP,Ignition_Type,Last_Maintenance_Date,Overhaul_Date,Packager,Permit_Number,Permit_Year,Turbocharger_Model,Driven_Equipment1,Fuel_Type1,Line ,JFE_Site_No,Area,TBL_IB_Region1,Startup,Ship_Date,Year,GGO_Region,OraclePartyNumber,Field0,Expr1,Expr2,Expr3,Expr4,Field1
,WPI,144315,VHP,L7042GSI,,,1480,,,,,,WPI BR004 PARTS,,,,,,,,OKLAHOMA CITY,OK,USA,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern US,,,,,,Northern US,Northern US,WPI,VHP,L7042GSI,144315
,WPI,151700,VHP,L7042GSI,,,1480,,,,,,WPI BR004 PARTS,,,,,,,,OKLAHOMA CITY,OK,USA,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern US,,,,,,Northern US,Northern US,WPI,VHP,L7042GSI,151700
,WPI,C-17832/1,VHP,L7042GSI,,,,,,,,,WPS,,,,,,,,New Iberia,LA,USA,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,Continuous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern US,,11/20/2010 0:00,2010,,,Northern US,Northern US,WPI,VHP,L7042GSI,C-17832/1
,WPI,C-15631/1,VHP,L7042GSI,,,,,,,,,Xcel Energy,,,,,,,,Marshal,CO,USA,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,Intermittent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern US,,5/15/2008 0:00,2008,,,Northern US,Northern US,WPI,VHP,L7042GSI,C-15631/1
,WPI,209857A,VHP,L7042GSI,,,1480,,,,,,XTO Energy,,,,,,,,BROWNSBORO,TX,USA,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern US,,,,,,Northern US,Northern US,WPI,VHP,L7042GSI,209857A
,WPI,254302A,VHP,L7042GL,,,1480,,,,,,XTO Energy,,,,,,,,HARLETON,TX,USA,,,,North America,,,,,Diesel  ,VHPL7042GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern US,,,,,,Northern US,Northern US,WPI,VHP,L7042GL,254302A
,WPI,326322A,VHP,L7042GSI,,,1480,,,,,,XTO Energy,,,,,,,,ATHENS,TX,USA,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern US,,,,,,Northern US,Northern US,WPI,VHP,L7042GSI,326322A
,WPI,C-11197/1A,VHP,L7042GL,,,1480,,,,,,XTO Energy,,,,,,,,LONGVIEW,TX,USA,,,,North America,,,,,Diesel  ,VHPL7042GL,,,Continuous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern US,,,,,,Northern US,Northern US,WPI,VHP,L7042GL,C-11197/1A
,WPI,C-12050/5,VHP,L7042GSI,,,1480,,,,,,XTO Energy,,,,,,,,LONGVIEW,TX,USA,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern US,,5/17/1999 0:00,1999,,,Northern US,Northern US,WPI,VHP,L7042GSI,C-12050/5
,WPI,C-12581/1,VHP,L7042GL,,,1480,,,,,,XTO Energy,,,,,,,,HARLETON,TX,USA,,,,North America,,,,,Diesel  ,VHPL7042GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern US,,4/20/2001 0:00,2001,,,Northern US,Northern US,WPI,VHP,L7042GL,C-12581/1
,WPI,C-12855/1,VHP,L7044GSI,,,1680,,,,,,XTO Energy,,,,,,,,Bakersfield,NM,USA,,,,North America,,,,,Diesel  ,VHPL7044GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern US,,8/22/2002 0:00,2002,,,Northern US,Northern US,WPI,VHP,L7044GSI,C-12855/1
,WPI,C-12855/1A,VHP,L7044GSI,,,1680,,,,,,XTO Energy,,,,,,,,Bakersfield,NM,USA,,,,North America,,,,,Diesel  ,VHPL7044GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern US,,,,,,Northern US,Northern US,WPI,VHP,L7044GSI,C-12855/1A
,WPI,C-13223/2,VGF,F18GLHCR,,,,,,,,,XTO Energy,,,,,,,,Durango,CO,USA,,,,North America,,,,,Diesel  ,VGFF18GLHCR,,,Continuous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern US,,,2003,,,Northern US,Northern US,WPI,VGF,F18GLHCR,C-13223/2
,WPI,C-13316/1,VHP,L5794LT,,,1450,,,,,,XTO Energy,,,,,,,,Durango,CO,USA,,,,North America,,,,,Diesel  ,VHPL5794LT,,,Continuous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern US,,,2003,,,Northern US,Northern US,WPI,VHP,L5794LT,C-13316/1
,WPI,C-14151/1A,VHP,L7042GL,,,1480,,,,,,XTO Energy,,,,,,,,HARLETON,TX,USA,,,,North America,,,,,Diesel  ,VHPL7042GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern US,,,,,,Northern US,Northern US,WPI,VHP,L7042GL,C-14151/1A
,WPI,C-15212-1,VHP,L7044GSI,,,1680,,,,,,XTO Energy,,,,,,,,,,USA,,,,North America,,,,,Diesel  ,VHPL7044GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern US,,,,,,Northern US,Northern US,WPI,VHP,L7044GSI,C-15212-1
,WPI,C-61776/1,VGF,L36GL,,,880,,,,,,XTO Energy,,,,,,,,Farmington,NM,USA,,,,North America,,,,,Diesel  ,VGFL36GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern US,,,2002,,,Northern US,Northern US,WPI,VGF,L36GL,C-61776/1
,WPI,C-13004/1,VGF,H24GLHCR,,,,,,,,,YATES PETROLEUM,,,,,,,,GILLETTE,WY,USA,,,,North America,,,,,Diesel  ,VGFH24GLHCR,,,Continuous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern US,,,2003,,,Northern US,Northern US,WPI,VGF,H24GLHCR,C-13004/1
,WPI,185196,VHP,L5790GL,,,1072,,,,,,,,,,,,,,,PA,USA,,,,North America,,,,,Diesel  ,VHPL5790GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern US,,,,,,Northern US,Northern US,WPI,VHP,L5790GL,185196
,WPI,30813,VHP,L7042G,,,1025,,,,,,,,,,,,,,,PA,USA,,,,North America,,,,,Diesel  ,VHPL7042G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern US,,,,,,Northern US,Northern US,WPI,VHP,L7042G,30813
,WPI,32826,VHP,L7044GSI,,,,,,,,,,,,,,,,,,,USA,,,,North America,,,,,Diesel  ,VHPL7044GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern US,,,,,,Northern US,Northern US,WPI,VHP,L7044GSI,32826
,WPI,401225,VHP,L7042GL,,,1480,,,,,,,,,,,,,,,,USA,,,,North America,,,,,Diesel  ,VHPL7042GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern US,,,1992,,,Northern US,Northern US,WPI,VHP,L7042GL,401225
,WPI,528370144,VHP,F3524GSI,,,840,,,,,,,,,,,,,,,,USA,,,,North America,,,,,Diesel  ,VHPF3524GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern US,,,,,,Northern US,Northern US,WPI,VHP,F3524GSI,528370144
,WPI,C-10568/1,VGF,F18G,,,240,,,,,,,,,,,,,,Greensburg,PA,USA,,,,North America,,,,,Diesel  ,VGFF18G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern US,,,1995,,,Northern US,Northern US,WPI,VGF,F18G,C-10568/1
,WPI,C-10985/6,VHP,L7042GL,,,1480,,,,,,,,,,,,,,,NM,USA,,,,North America,,,,,Diesel  ,VHPL7042GL,,,Continuous,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern US,,,1996,,,Northern US,Northern US,WPI,VHP,L7042GL,C-10985/6
,WPI,C-12482,VGF,F18G,,,240,,,,,,,,,,,,,,Greensburg,PA,USA,,,,North America,,,,,Diesel  ,VGFF18G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern US,,,,,,Northern US,Northern US,WPI,VGF,F18G,C-12482
,WPI,C-12626/1,VHP,F2895GL,,,607,,,,,,,,,,,,,,Indiana,PA,USA,,,,North America,,,,,Diesel  ,VHPF2895GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern US,,,2001,,,Northern US,Northern US,WPI,VHP,F2895GL,C-12626/1
,WPI,C-13226/3,VHP,L7044GSI,,,1680,,,,,,,,,,,,,,Gillette,WY,USA,,,,North America,,,,,Diesel  ,VHPL7044GSI,,,Continuous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern US,,,2003,,,Northern US,Northern US,WPI,VHP,L7044GSI,C-13226/3
,WPI,C-13366/1,VHP,L7042GSI,,,1480,,,,,,,,,,,,,,,,USA,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,,,,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern US,,,2004,,,Northern US,Northern US,WPI,VHP,L7042GSI,C-13366/1
,WPI,C-14897,VGF,H24GSID,,,530,,,,,,,,,,,,,,,CO,USA,,,,North America,,,,,Diesel  ,VGFH24GSID,,,,,,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern US,,,,,,Northern US,Northern US,WPI,VGF,H24GSID,C-14897
,WPI,C-16869/1A,VGF,P48GL,,,1175,,,,,,,,,,,,,,,,USA,,,,North America,,,,,Diesel  ,VGFP48GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern US,,,,,,Northern US,Northern US,WPI,VGF,P48GL,C-16869/1A
,WPI,C-16884/1,VHP,L7044GSI,,,1680,,,,,,,,,,,,,,,LA,USA,,,,North America,,,,,Diesel  ,VHPL7044GSI,,,Continuous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern US,,,2010,,,Northern US,Northern US,WPI,VHP,L7044GSI,C-16884/1
,WPI,C-17865/1,VHP,P9390GSI,,,1980,,,,,,,,,,,,,,Houston,TX,USA,,,,North America,,,,,Diesel  ,VHPP9390GSI,,,Compression,,,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern US,,3/13/2011 0:00,2011,,,Northern US,Northern US,WPI,VHP,P9390GSI,C-17865/1
,WPI,c-94138/1,AT,12VAT,,,3130,,,,,,,,,,,,,,City of San Francisco,CA,USA,,,,North America,,,,,Diesel  ,12VAT27GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern US,,3/6/2004 0:00,2004,,,Northern US,Northern US,WPI,AT,12VAT,c-94138/1
,WPI,C-94426/1,VSG,F11GSI,,,250,,,,,,,,,,,,,,red sea,,USA,,,,North America,,,,,Diesel  ,VSGF11GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern US,,,,,,Northern US,Northern US,WPI,VSG,F11GSI,C-94426/1
,WPI,C-94755/1,VHP,L5794LT,,,,,,,,,,,,,,,,,LAHORE,,USA,,,,North America,,,,,Diesel  ,VHPL5794LT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern US,,6/8/2008 0:00,2008,,,Northern US,Northern US,WPI,VHP,L5794LT,C-94755/1
,Nine Tech,C-93486/2,VHP,P9390GL,,,1980,,,,,,AK Plaza,,,,,,,573 Guro-Dong,Guro-Gu,Seoul,Korea,152-715,,,Asia Pacific,,KATO,,,Diesel  ,VHPP9390GL,,,Continuous,,,1200,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Korea,,,1995,,,Korea,Korea,Nine Tech,VHP,P9390GL,C-93486/2
,Nine Tech,C-93629,VGF,H24GLHCR,,,585,,,,,,Hyundai Capital,,,,,,,265 Hapjung-Dong,Mapo-Gu,Seoul,Korea,121-220,,,Asia Pacific,,Generator,,,Diesel  ,VGFH24GLHCR,,,Stand-by,,,1800,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Korea,,,,,,Korea,Korea,Nine Tech,VGF,H24GLHCR,C-93629
,Nine Tech,C-93886/2,VHP,P9390GL,,,1980,,,,,,Doosan Tower,,,,,,,275 Jangchungdan,Jung-Gu,Seoul,Korea,100-730,,,Asia Pacific,,KATO,,,Diesel  ,VHPP9390GL,,,Continuous,,,1200,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Korea,,,,,,Korea,Korea,Nine Tech,VHP,P9390GL,C-93886/2
,Nine Tech,C-93882/3,VHP,P9390GL,,,1980,,,,,,GS Gangnam Tower,,,,,,,679 Yeoksam-Dong,Gangnam-Gu,Seoul,Korea,135-985,,,Asia Pacific,,KATO,,,Diesel  ,VHPP9390GL,,,Continuous,,,1200,,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Korea,,,2001,,,Korea,Korea,Nine Tech,VHP,P9390GL,C-93882/3
,Nine Tech,C-94043,VGF,L36GL,,,880,,,,,,Paju-Si,,,,,,,1101 Bongam-ri,Paju-Si,Kyunggi-Do,Korea,413-860,,,Asia Pacific,,Leroy-Somer,,,Diesel  ,VGFL36GL,,,Continuous,,,1800,,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Korea,,,,,,Korea,Korea,Nine Tech,VGF,L36GL,C-94043
,Nine Tech,C-94396/4,VHP,L5790GL,,,1215,,,,,,Hyosung Corp.,,,,,,,1551 Kumgo-Dong,Yusung-Gu,Daejeon-Si,Korea,305-502,,,Asia Pacific,,Hyosung,,,Diesel  ,VHPL5790GL,,,Continuous,,,1200,,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Korea,,10/28/2005 0:00,2005,,,Korea,Korea,Nine Tech,VHP,L5790GL,C-94396/4
,Nine Tech,C-94596,VGF,P48GL,,,1175,,,,,,Dankuk University,,,,,,,16-5 Anseo-Dong,Cheonan-Si,Chung-Nam,Korea,330-715,,,Asia Pacific,,Leroy-Somer,,,Diesel  ,VGFP48GL,,,Continuous,,,1800,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Korea,,,,,,Korea,Korea,Nine Tech,VGF,P48GL,C-94596
,Nine Tech,C-94796,VGF,H24GLHCR,,,585,,,,,,Jeju-Si,,,,,,,849 Dodu-2Dong,Jeju-Si,Jeju-Do,Korea,690-242,,,Asia Pacific,,Leroy-Somer,,,Diesel  ,VGFH24GLHCR,,,Continuous,,,1800,,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Korea,,,,,,Korea,Korea,Nine Tech,VGF,H24GLHCR,C-94796
,Nine Tech,C-94815/2,VGF,P48GL,,,1175,,,,,,Daesung Energy,,,,,,,421 Bangcheon-ri,Dalsung-Kun,Daeku-Si,Korea,711-811,,,Asia Pacific,,Leroy-Somer,,,Diesel  ,VGFP48GL,,,Continuous,,,1800,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Korea,,,2008,,,Korea,Korea,Nine Tech,VGF,P48GL,C-94815/2
,Nine Tech,C-95010,VGF,F18GLHCR,,,440,,,,,,Jecheon-Si,,,,,,,50 Cheonam-Dong,Jecheon-Si,Chung-Buk,Korea,390-701,,,Asia Pacific,,Leroy-Somer,,,Diesel  ,VGFF18GLHCR,,,Continuous,,,1800,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Korea,,,,,,Korea,Korea,Nine Tech,VGF,F18GLHCR,C-95010
,Nine Tech,C-18013,APG,16V150LTD,,,1531,,,,,,Chungnam City Gas,,,,,,,22-55 Bokyoung,Yusung-Gu,Daejeon-Si,Korea,305-305,,,Asia Pacific,,Bokuk,,,Diesel  ,APG16V150LTD,,,Continuous,,,1800,,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Korea,,,,,,Korea,Korea,Nine Tech,APG,16V150LTD,C-18013
,Nine Tech,5283700344,VGF,H24GLHCR,,,585,,,,,,Soocheon-Si,,,,,,,618 Kyorang-Dong,Sooncheon-Si,Cheon-Nam,Korea,540-230,,,Asia Pacific,,Leroy-Somer,,,Diesel  ,VGFH24GLHCR,,,Continuous,,,1800,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Korea,,,,,,Korea,Korea,Nine Tech,VGF,H24GLHCR,5283700344
,Nine Tech,5283700431,VGF,P48GL,,,1175,,,,,,Daeku-Si,,,,,,,1290 Seobyon-Dong,Buk-Gu,Daeku-Si,Korea,702-110,,,Asia Pacific,,Leroy-Somer,,,Diesel  ,VGFP48GL,,,Continuous,,,1800,,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Korea,,,,,,Korea,Korea,Nine Tech,VGF,P48GL,5283700431
,Triveni,C - 94308/1,VHP,L5794GSI,,,,,,,,,Atul Ltd.,,,,,,,"Plot No:297,G.I.D.C",Ankleshwar,Gujarat,India,393002,,,South Asia,,LS Leroy Somer,MTG 846B,,Diesel  ,VHPL5794GSI,,,Standby ,,,1000,,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,India,,,,,,India,India,Triveni,VHP,L5794GSI,C - 94308/1
,Triveni,C - 94382/1,VHP,L5794GSI,,,,,,,,,Atul Ltd.,,,,,,,"Plot No:297,G.I.D.C",Ankleshwar,Gujarat,India,393002,,,South Asia,,LS Leroy Somer,MTG 846B,,Diesel  ,VHPL5794GSI,,,Continuous ,,,1000,,7200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,India,,,,,,India,India,Triveni,VHP,L5794GSI,C - 94382/1
,Triveni,C - 94579/1,VHP,L5794GSI,,,,,,,,,Atul Ltd.,,,,,,,"Plot No:297,G.I.D.C",Ankleshwar,Gujarat,India,393002,,,South Asia,,LS Leroy Somer,MTG 846B,,Diesel  ,VHPL5794GSI,,,Continuous ,,,1000,,7200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,India,,,,,,India,India,Triveni,VHP,L5794GSI,C - 94579/1
,Triveni,C - 95277/1,VHP,L5794LT,,,,,,,,,Atul Ltd.,,,,,,,"Plot No:297,G.I.D.C",Ankleshwar,Gujarat,India,393002,,,South Asia,,LS Leroy Somer,LS 661-03,,Diesel  ,VHPL5794LT,,,Intermediate,,,1000,,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,India,,,,,,India,India,Triveni,VHP,L5794LT,C - 95277/1
,Triveni,C-70096/9,APG,16V150LTD,,,1531,,,,,,Atul Ltd.,,,,,,,"Plot No:297,G.I.D.C",Ankleshwar,Gujarat,India,393002,,,South Asia,,LS Leroy Somer,541-VL10,,Diesel  ,APG16V150LTD,,,Continuous ,,,1500,,8100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,India,,,,,,India,India,Triveni,APG,16V150LTD,C-70096/9
,Triveni,C-70049/6,APG,16V150LTD,,,1531,,,,,,Atul Ltd.,,,,,,,"Plot No:297,G.I.D.C",Ankleshwar,Gujarat,India,393002,,,South Asia,,LS Leroy Somer,541-VL10,,Diesel  ,APG16V150LTD,,,Continuous ,,,1500,,8100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,India,,,,,,India,India,Triveni,APG,16V150LTD,C-70049/6
,Triveni,C - 94037/1,VHP,L7042GL,,,1480,,,,,,Heubach Colour,,,,,,,"Plot no:9002-9010,PhaseVI",Ankleshwar,Gujarat,India,393002,,,South Asia,,Century 2000,MTG 846,,Diesel  ,VHPL7042GL,,,Intermediate,,,1000,,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,India,,,,,,India,India,Triveni,VHP,L7042GL,C - 94037/1
,Triveni,C - 94203/2,VHP,L7042GL,,,1480,,,,,,Heubach Colour,,,,,,,"Plot no:9002-9010,PhaseVI",Ankleshwar,Gujarat,India,393002,,,South Asia,,LS Leroy Somer,MTG 846,,Diesel  ,VHPL7042GL,,,Intermediate,,,1000,,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,India,,,,,,India,India,Triveni,VHP,L7042GL,C - 94203/2
,Triveni,C - 94203/1,VHP,L7042GL,,,1480,,,,,,Heubach Colour,,,,,,,"Plot no:9002-9010,PhaseVI",Ankleshwar,Gujarat,India,393002,,,South Asia,,LS Leroy Somer,MTG 846,,Diesel  ,VHPL7042GL,,,Intermediate,,,1000,,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,India,,,,,,India,India,Triveni,VHP,L7042GL,C - 94203/1
,Triveni,C - 94037/2,VHP,L7042GL,,,1480,,,,,,Heubach Colour,,,,,,,"Plot no:9002-9010,PhaseVI",Ankleshwar,Gujarat,India,393002,,,South Asia,,Century 2000,MTG 846,,Diesel  ,VHPL7042GL,,,Intermediate,,,1000,,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,India,,,,,,India,India,Triveni,VHP,L7042GL,C - 94037/2
,Triveni,C - 94772/1,VHP,L7044GSI,,,,,,,,,Heubach Colour,,,,,,,"Plot no:9002-9010,PhaseVI",Ankleshwar,Gujarat,India,393002,,,South Asia,,LS Leroy Somer,MTG846C,,Diesel  ,VHPL7044GSI,,,Intermediate,,,1000,,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,India,,,,,,India,India,Triveni,VHP,L7044GSI,C - 94772/1
,Triveni,C - 94933/1,VHP,L5794LT,,,,,,,,,Mother Dairy,,,,,,,"Plot No:35,Nr Indira Bridge",Gandhi Nagar,Gujarat,India,382428,,,South Asia,,LS Leroy Somer,MTG 846,,Diesel  ,VHPL5794LT,,,Standby,,,1000,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,India,,,,,,India,India,Triveni,VHP,L5794LT,C - 94933/1
,Triveni,C - 94933/2,VHP,L5794LT,,,,,,,,,Mother Dairy,,,,,,,"Plot No:35,Nr Indira Bridge",Gandhi Nagar,Gujarat,India,382428,,,South Asia,,LS Leroy Somer,MTG 846,,Diesel  ,VHPL5794LT,,,Standby,,,1000,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,India,,,,,,India,India,Triveni,VHP,L5794LT,C - 94933/2
,Triveni,C - 94933/3,VHP,L5794LT,,,,,,,,,Mother Dairy,,,,,,,"Plot No:35,Nr Indira Bridge",Gandhi Nagar,Gujarat,India,382428,,,South Asia,,LS Leroy Somer,MTG 846,,Diesel  ,VHPL5794LT,,,Standby,,,1000,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,India,,,,,,India,India,Triveni,VHP,L5794LT,C - 94933/3
,Triveni,C - 94933/4,VHP,L5794LT,,,,,,,,,Mother Dairy,,,,,,,"Plot No:35,Nr Indira Bridge",Gandhi Nagar,Gujarat,India,382428,,,South Asia,,LS Leroy Somer,MTG 846,,Diesel  ,VHPL5794LT,,,Standby,,,1000,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,India,,,,,,India,India,Triveni,VHP,L5794LT,C - 94933/4
,Triveni,C - 94938/1,VHP,L5794LT,,,,,,,,,Omnova Solutions India,,,,,,,Dungri village,Valia Thaluka,Gujarat,India,393135,,,South Asia,,LS Leroy Somer,MTG 846,,Diesel  ,VHPL5794LT,,,Standby,,,1000,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,India,,,,,,India,India,Triveni,VHP,L5794LT,C - 94938/1
,Triveni,C - 94949/1,VHP,L5794LT,,,,,,,,,Omnova Solutions India,,,,,,,Dungri village,Valia Thaluka,Gujarat,India,393135,,,South Asia,,LS Leroy Somer,MTG 846,,Diesel  ,VHPL5794LT,,,Standby,,,1000,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,India,,,,,,India,India,Triveni,VHP,L5794LT,C - 94949/1
